Year,Country,Region,Index,Source,Sector,Sub-sector,Sub-sub-sector,mt_CO2eq
1990,Canada,Canada,0,National Inventory Total,,,,588.6028116
1990,Canada,Canada,1,Oil and Gas,,,,100.4586192
1990,Canada,Canada,2,Oil and Gas,Upstream Oil and Gas,,,80.56974571
1990,Canada,Canada,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,32.28388557
1990,Canada,Canada,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,21.04013617
1990,Canada,Canada,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,12.62694028
1990,Canada,Canada,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,8.15407484
1990,Canada,Canada,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,0.259121058
1990,Canada,Canada,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",,15.13011208
1990,Canada,Canada,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction,2.228305395
1990,Canada,Canada,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Upgrading,8.375007189
1990,Canada,Canada,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ,4.526799496
1990,Canada,Canada,44,Coal Production,,,,4.283807636
1990,Canada,Canada,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,12.11561189
1990,Canada,Canada,13,Oil and Gas,Downstream Oil and Gas,,,19.88887347
1990,Canada,Canada,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,18.28527111
1990,Canada,Canada,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,1.603602362
1990,Canada,Canada,16,Electricity,,,,94.73460574
1990,Canada,Canada,17,Transport,,,,118.3920982
1990,Canada,Canada,18,Transport,Passenger Transport,,,79.67153263
1990,Canada,Canada,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,71.2504029
1990,Canada,Canada,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,8.421129731
1990,Canada,Canada,21,Transport,Freight Transport,,,30.57635691
1990,Canada,Canada,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,25.91172308
1990,Canada,Canada,23,Transport,Freight Transport,Aviation and Marine,,4.66463383
1990,Canada,Canada,24,Transport,"Other: Recreational, Commercial and Residential",,,8.1442087
1990,Canada,Canada,25,Heavy Industry,,,,98.84625225
1990,Canada,Canada,26,Heavy Industry,Mining,,,7.170918603
1990,Canada,Canada,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,17.68955945
1990,Canada,Canada,28,Heavy Industry,Pulp and Paper,,,15.16079731
1990,Canada,Canada,29,Heavy Industry,Iron and Steel,,,16.68518443
1990,Canada,Canada,30,Heavy Industry,Cement,,,10.18773923
1990,Canada,Canada,31,Heavy Industry,Lime and Gypsum,,,2.841219013
1990,Canada,Canada,32,Heavy Industry,Chemicals and Fertilizers,,,29.11083422
1990,Canada,Canada,45,"Light Manufacturing, Construction and Forest Resources",,,,31.49767706
1990,Canada,Canada,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,21.48077529
1990,Canada,Canada,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,6.961592536
1990,Canada,Canada,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,3.055309228
1990,Canada,Canada,33,Buildings,,,,72.09786394
1990,Canada,Canada,34,Buildings,Service Industry,,,27.55339971
1990,Canada,Canada,35,Buildings,Residential,,,44.54446424
1990,Canada,Canada,40,Waste,,,,18.9325931
1990,Canada,Canada,41,Waste,Solid Waste,,,17.10068851
1990,Canada,Canada,42,Waste,Wastewater,,,1.567018123
1990,Canada,Canada,43,Waste,Waste Incineration,,,0.26488647
1990,Canada,Canada,36,Agriculture,,,,49.35929446
1990,Canada,Canada,37,Agriculture,On Farm Fuel Use,,,8.219422892
1990,Canada,Canada,38,Agriculture,Crop Production,,,10.38145015
1990,Canada,Canada,39,Agriculture,Animal Production,,,30.75842142
1990,Canada,Newfoundland and Labrador,0,Provincial Inventory Total,,,,9.411243542
1990,Canada,Newfoundland and Labrador,1,Oil and Gas,,,,1.074097315
1990,Canada,Newfoundland and Labrador,2,Oil and Gas,Upstream Oil and Gas,,,1.37E-06
1990,Canada,Newfoundland and Labrador,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,1.37E-06
1990,Canada,Newfoundland and Labrador,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,1.37E-06
1990,Canada,Newfoundland and Labrador,13,Oil and Gas,Downstream Oil and Gas,,,1.074095943
1990,Canada,Newfoundland and Labrador,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,1.074095943
1990,Canada,Newfoundland and Labrador,16,Electricity,,,,1.642123454
1990,Canada,Newfoundland and Labrador,17,Transport,,,,2.701932488
1990,Canada,Newfoundland and Labrador,18,Transport,Passenger Transport,,,1.405113393
1990,Canada,Newfoundland and Labrador,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,1.185487697
1990,Canada,Newfoundland and Labrador,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,0.219625696
1990,Canada,Newfoundland and Labrador,21,Transport,Freight Transport,,,1.160115703
1990,Canada,Newfoundland and Labrador,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,0.349127521
1990,Canada,Newfoundland and Labrador,23,Transport,Freight Transport,Aviation and Marine,,0.810988182
1990,Canada,Newfoundland and Labrador,24,Transport,"Other: Recreational, Commercial and Residential",,,0.136703392
1990,Canada,Newfoundland and Labrador,25,Heavy Industry,,,,1.934920143
1990,Canada,Newfoundland and Labrador,26,Heavy Industry,Mining,,,1.399003808
1990,Canada,Newfoundland and Labrador,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,0.001721571
1990,Canada,Newfoundland and Labrador,28,Heavy Industry,Pulp and Paper,,,0.426993603
1990,Canada,Newfoundland and Labrador,29,Heavy Industry,Iron and Steel,,,0.001332964
1990,Canada,Newfoundland and Labrador,30,Heavy Industry,Cement,,,0.093539939
1990,Canada,Newfoundland and Labrador,31,Heavy Industry,Lime and Gypsum,,,0.000594944
1990,Canada,Newfoundland and Labrador,32,Heavy Industry,Chemicals and Fertilizers,,,0.011733314
1990,Canada,Newfoundland and Labrador,45,"Light Manufacturing, Construction and Forest Resources",,,,0.383031338
1990,Canada,Newfoundland and Labrador,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,0.056089002
1990,Canada,Newfoundland and Labrador,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,0.233604428
1990,Canada,Newfoundland and Labrador,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,0.093337909
1990,Canada,Newfoundland and Labrador,33,Buildings,,,,1.056727326
1990,Canada,Newfoundland and Labrador,34,Buildings,Service Industry,,,0.328972492
1990,Canada,Newfoundland and Labrador,35,Buildings,Residential,,,0.727754833
1990,Canada,Newfoundland and Labrador,40,Waste,,,,0.542011341
1990,Canada,Newfoundland and Labrador,41,Waste,Solid Waste,,,0.484850568
1990,Canada,Newfoundland and Labrador,42,Waste,Wastewater,,,0.031492627
1990,Canada,Newfoundland and Labrador,43,Waste,Waste Incineration,,,0.025668146
1990,Canada,Newfoundland and Labrador,36,Agriculture,,,,0.076400137
1990,Canada,Newfoundland and Labrador,37,Agriculture,On Farm Fuel Use,,,0.027605776
1990,Canada,Newfoundland and Labrador,38,Agriculture,Crop Production,,,0.004083215
1990,Canada,Newfoundland and Labrador,39,Agriculture,Animal Production,,,0.044711147
1990,Canada,Prince Edward Island,0,Provincial Inventory Total,,,,1.769561035
1990,Canada,Prince Edward Island,1,Oil and Gas,,,,5.83E-07
1990,Canada,Prince Edward Island,2,Oil and Gas,Upstream Oil and Gas,,,5.83E-07
1990,Canada,Prince Edward Island,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,5.83E-07
1990,Canada,Prince Edward Island,16,Electricity,,,,0.103674582
1990,Canada,Prince Edward Island,17,Transport,,,,0.535344651
1990,Canada,Prince Edward Island,18,Transport,Passenger Transport,,,0.368151503
1990,Canada,Prince Edward Island,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,0.354793399
1990,Canada,Prince Edward Island,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,0.013358103
1990,Canada,Prince Edward Island,21,Transport,Freight Transport,,,0.102072287
1990,Canada,Prince Edward Island,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,0.065916577
1990,Canada,Prince Edward Island,23,Transport,Freight Transport,Aviation and Marine,,0.036155711
1990,Canada,Prince Edward Island,24,Transport,"Other: Recreational, Commercial and Residential",,,0.065120861
1990,Canada,Prince Edward Island,25,Heavy Industry,,,,0.009077923
1990,Canada,Prince Edward Island,26,Heavy Industry,Mining,,,0.003484485
1990,Canada,Prince Edward Island,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,0.00105142
1990,Canada,Prince Edward Island,28,Heavy Industry,Pulp and Paper,,,0.001041702
1990,Canada,Prince Edward Island,29,Heavy Industry,Iron and Steel,,,0.001041702
1990,Canada,Prince Edward Island,30,Heavy Industry,Cement,,,0.001041702
1990,Canada,Prince Edward Island,31,Heavy Industry,Lime and Gypsum,,,1.01E-05
1990,Canada,Prince Edward Island,32,Heavy Industry,Chemicals and Fertilizers,,,0.001406845
1990,Canada,Prince Edward Island,45,"Light Manufacturing, Construction and Forest Resources",,,,0.132766822
1990,Canada,Prince Edward Island,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,0.059547678
1990,Canada,Prince Edward Island,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,0.061262368
1990,Canada,Prince Edward Island,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,0.011956776
1990,Canada,Prince Edward Island,33,Buildings,,,,0.568842714
1990,Canada,Prince Edward Island,34,Buildings,Service Industry,,,0.204887428
1990,Canada,Prince Edward Island,35,Buildings,Residential,,,0.363955286
1990,Canada,Prince Edward Island,40,Waste,,,,0.066455898
1990,Canada,Prince Edward Island,41,Waste,Solid Waste,,,0.055459132
1990,Canada,Prince Edward Island,42,Waste,Wastewater,,,0.010980812
1990,Canada,Prince Edward Island,43,Waste,Waste Incineration,,,1.60E-05
1990,Canada,Prince Edward Island,36,Agriculture,,,,0.353397862
1990,Canada,Prince Edward Island,37,Agriculture,On Farm Fuel Use,,,0.059350769
1990,Canada,Prince Edward Island,38,Agriculture,Crop Production,,,0.080916242
1990,Canada,Prince Edward Island,39,Agriculture,Animal Production,,,0.213130852
1990,Canada,Nova Scotia,0,Provincial Inventory Total,,,,19.34752325
1990,Canada,Nova Scotia,1,Oil and Gas,,,,0.716697525
1990,Canada,Nova Scotia,2,Oil and Gas,Upstream Oil and Gas,,,0.04864112
1990,Canada,Nova Scotia,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,0.04864112
1990,Canada,Nova Scotia,44,Coal Production,,,,1.656379723
1990,Canada,Nova Scotia,13,Oil and Gas,Downstream Oil and Gas,,,0.668056405
1990,Canada,Nova Scotia,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,0.668056405
1990,Canada,Nova Scotia,16,Electricity,,,,6.924279659
1990,Canada,Nova Scotia,17,Transport,,,,4.131156904
1990,Canada,Nova Scotia,18,Transport,Passenger Transport,,,2.621349965
1990,Canada,Nova Scotia,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,2.309855219
1990,Canada,Nova Scotia,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,0.311494746
1990,Canada,Nova Scotia,21,Transport,Freight Transport,,,1.25543442
1990,Canada,Nova Scotia,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,0.712679692
1990,Canada,Nova Scotia,23,Transport,Freight Transport,Aviation and Marine,,0.542754728
1990,Canada,Nova Scotia,24,Transport,"Other: Recreational, Commercial and Residential",,,0.254372519
1990,Canada,Nova Scotia,25,Heavy Industry,,,,1.061495306
1990,Canada,Nova Scotia,26,Heavy Industry,Mining,,,0.183993345
1990,Canada,Nova Scotia,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,0.004299173
1990,Canada,Nova Scotia,28,Heavy Industry,Pulp and Paper,,,0.421040965
1990,Canada,Nova Scotia,29,Heavy Industry,Iron and Steel,,,0.079534593
1990,Canada,Nova Scotia,30,Heavy Industry,Cement,,,0.293962948
1990,Canada,Nova Scotia,31,Heavy Industry,Lime and Gypsum,,,0.00080118
1990,Canada,Nova Scotia,32,Heavy Industry,Chemicals and Fertilizers,,,0.077863102
1990,Canada,Nova Scotia,45,"Light Manufacturing, Construction and Forest Resources",,,,0.630012262
1990,Canada,Nova Scotia,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,0.207669176
1990,Canada,Nova Scotia,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,0.269006208
1990,Canada,Nova Scotia,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,0.153336879
1990,Canada,Nova Scotia,33,Buildings,,,,2.955696379
1990,Canada,Nova Scotia,34,Buildings,Service Industry,,,0.827925402
1990,Canada,Nova Scotia,35,Buildings,Residential,,,2.127770976
1990,Canada,Nova Scotia,40,Waste,,,,0.720080752
1990,Canada,Nova Scotia,41,Waste,Solid Waste,,,0.666027074
1990,Canada,Nova Scotia,42,Waste,Wastewater,,,0.054053678
1990,Canada,Nova Scotia,36,Agriculture,,,,0.551724738
1990,Canada,Nova Scotia,37,Agriculture,On Farm Fuel Use,,,0.13832218
1990,Canada,Nova Scotia,38,Agriculture,Crop Production,,,0.063493391
1990,Canada,Nova Scotia,39,Agriculture,Animal Production,,,0.349909167
1990,Canada,New Brunswick,0,Provincial Inventory Total,,,,16.07588121
1990,Canada,New Brunswick,1,Oil and Gas,,,,1.219134348
1990,Canada,New Brunswick,2,Oil and Gas,Upstream Oil and Gas,,,0.000220902
1990,Canada,New Brunswick,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,0.000199465
1990,Canada,New Brunswick,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,2.14E-05
1990,Canada,New Brunswick,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,2.14E-05
1990,Canada,New Brunswick,44,Coal Production,,,,0.015143874
1990,Canada,New Brunswick,13,Oil and Gas,Downstream Oil and Gas,,,1.218913446
1990,Canada,New Brunswick,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,1.218913446
1990,Canada,New Brunswick,16,Electricity,,,,6.01709502
1990,Canada,New Brunswick,17,Transport,,,,3.527490838
1990,Canada,New Brunswick,18,Transport,Passenger Transport,,,2.322492711
1990,Canada,New Brunswick,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,2.1018006
1990,Canada,New Brunswick,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,0.220692111
1990,Canada,New Brunswick,21,Transport,Freight Transport,,,0.99398833
1990,Canada,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,0.776272757
1990,Canada,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,,0.217715573
1990,Canada,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,,0.211009797
1990,Canada,New Brunswick,25,Heavy Industry,,,,1.816714189
1990,Canada,New Brunswick,26,Heavy Industry,Mining,,,0.237552938
1990,Canada,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,0.094731669
1990,Canada,New Brunswick,28,Heavy Industry,Pulp and Paper,,,1.326187155
1990,Canada,New Brunswick,29,Heavy Industry,Iron and Steel,,,0.004001427
1990,Canada,New Brunswick,30,Heavy Industry,Cement,,,0.004001427
1990,Canada,New Brunswick,31,Heavy Industry,Lime and Gypsum,,,0.101686471
1990,Canada,New Brunswick,32,Heavy Industry,Chemicals and Fertilizers,,,0.048553102
1990,Canada,New Brunswick,45,"Light Manufacturing, Construction and Forest Resources",,,,0.63425305
1990,Canada,New Brunswick,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,0.229991677
1990,Canada,New Brunswick,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,0.156340305
1990,Canada,New Brunswick,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,0.247921067
1990,Canada,New Brunswick,33,Buildings,,,,1.652410445
1990,Canada,New Brunswick,34,Buildings,Service Industry,,,0.595253831
1990,Canada,New Brunswick,35,Buildings,Residential,,,1.057156614
1990,Canada,New Brunswick,40,Waste,,,,0.684554714
1990,Canada,New Brunswick,41,Waste,Solid Waste,,,0.63691324
1990,Canada,New Brunswick,42,Waste,Wastewater,,,0.047641474
1990,Canada,New Brunswick,36,Agriculture,,,,0.509084731
1990,Canada,New Brunswick,37,Agriculture,On Farm Fuel Use,,,0.079453767
1990,Canada,New Brunswick,38,Agriculture,Crop Production,,,0.141561524
1990,Canada,New Brunswick,39,Agriculture,Animal Production,,,0.28806944
1990,Canada,Quebec,0,Provincial Inventory Total,,,,84.29797941
1990,Canada,Quebec,1,Oil and Gas,,,,3.91460747
1990,Canada,Quebec,2,Oil and Gas,Upstream Oil and Gas,,,0.240923322
1990,Canada,Quebec,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,0.000245061
1990,Canada,Quebec,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,0.240678261
1990,Canada,Quebec,13,Oil and Gas,Downstream Oil and Gas,,,3.673684148
1990,Canada,Quebec,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,3.618415742
1990,Canada,Quebec,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,0.055268406
1990,Canada,Quebec,16,Electricity,,,,1.529683169
1990,Canada,Quebec,17,Transport,,,,24.7159915
1990,Canada,Quebec,18,Transport,Passenger Transport,,,18.26648108
1990,Canada,Quebec,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,16.75576483
1990,Canada,Quebec,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,1.510716252
1990,Canada,Quebec,21,Transport,Freight Transport,,,4.998579602
1990,Canada,Quebec,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,4.098877157
1990,Canada,Quebec,23,Transport,Freight Transport,Aviation and Marine,,0.899702445
1990,Canada,Quebec,24,Transport,"Other: Recreational, Commercial and Residential",,,1.450930819
1990,Canada,Quebec,25,Heavy Industry,,,,25.27021835
1990,Canada,Quebec,26,Heavy Industry,Mining,,,2.020768442
1990,Canada,Quebec,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,13.17248531
1990,Canada,Quebec,28,Heavy Industry,Pulp and Paper,,,4.537127939
1990,Canada,Quebec,29,Heavy Industry,Iron and Steel,,,1.270413601
1990,Canada,Quebec,30,Heavy Industry,Cement,,,2.510015124
1990,Canada,Quebec,31,Heavy Industry,Lime and Gypsum,,,0.507220155
1990,Canada,Quebec,32,Heavy Industry,Chemicals and Fertilizers,,,1.252187776
1990,Canada,Quebec,45,"Light Manufacturing, Construction and Forest Resources",,,,5.583051198
1990,Canada,Quebec,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,3.740284879
1990,Canada,Quebec,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,1.277656213
1990,Canada,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,0.565110106
1990,Canada,Quebec,33,Buildings,,,,11.73233031
1990,Canada,Quebec,34,Buildings,Service Industry,,,4.630609402
1990,Canada,Quebec,35,Buildings,Residential,,,7.101720904
1990,Canada,Quebec,40,Waste,,,,4.471173349
1990,Canada,Quebec,41,Waste,Solid Waste,,,4.019126061
1990,Canada,Quebec,42,Waste,Wastewater,,,0.288119449
1990,Canada,Quebec,43,Waste,Waste Incineration,,,0.163927839
1990,Canada,Quebec,36,Agriculture,,,,7.080924069
1990,Canada,Quebec,37,Agriculture,On Farm Fuel Use,,,0.553748026
1990,Canada,Quebec,38,Agriculture,Crop Production,,,1.525054765
1990,Canada,Quebec,39,Agriculture,Animal Production,,,5.002121279
1990,Canada,Ontario,0,Provincial Inventory Total,,,,179.1267395
1990,Canada,Ontario,1,Oil and Gas,,,,10.25718676
1990,Canada,Ontario,2,Oil and Gas,Upstream Oil and Gas,,,3.295796976
1990,Canada,Ontario,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,0.271238449
1990,Canada,Ontario,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,0.058463283
1990,Canada,Ontario,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,0.058463283
1990,Canada,Ontario,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,2.966095244
1990,Canada,Ontario,13,Oil and Gas,Downstream Oil and Gas,,,6.961389784
1990,Canada,Ontario,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,6.539155385
1990,Canada,Ontario,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,0.422234399
1990,Canada,Ontario,16,Electricity,,,,25.9878921
1990,Canada,Ontario,17,Transport,,,,41.73938768
1990,Canada,Ontario,18,Transport,Passenger Transport,,,30.34397394
1990,Canada,Ontario,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,27.69577852
1990,Canada,Ontario,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,2.648195422
1990,Canada,Ontario,21,Transport,Freight Transport,,,8.984484817
1990,Canada,Ontario,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,8.28681733
1990,Canada,Ontario,23,Transport,Freight Transport,Aviation and Marine,,0.697667487
1990,Canada,Ontario,24,Transport,"Other: Recreational, Commercial and Residential",,,2.410928928
1990,Canada,Ontario,25,Heavy Industry,,,,43.48277526
1990,Canada,Ontario,26,Heavy Industry,Mining,,,1.12616497
1990,Canada,Ontario,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,1.505589097
1990,Canada,Ontario,28,Heavy Industry,Pulp and Paper,,,3.259195113
1990,Canada,Ontario,29,Heavy Industry,Iron and Steel,,,15.01925819
1990,Canada,Ontario,30,Heavy Industry,Cement,,,4.612711299
1990,Canada,Ontario,31,Heavy Industry,Lime and Gypsum,,,1.711784588
1990,Canada,Ontario,32,Heavy Industry,Chemicals and Fertilizers,,,16.24807201
1990,Canada,Ontario,45,"Light Manufacturing, Construction and Forest Resources",,,,12.87587647
1990,Canada,Ontario,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,9.921211147
1990,Canada,Ontario,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,2.677417305
1990,Canada,Ontario,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,0.277248018
1990,Canada,Ontario,33,Buildings,,,,27.50191213
1990,Canada,Ontario,34,Buildings,Service Industry,,,9.800457567
1990,Canada,Ontario,35,Buildings,Residential,,,17.70145456
1990,Canada,Ontario,40,Waste,,,,6.577835581
1990,Canada,Ontario,41,Waste,Solid Waste,,,5.912067038
1990,Canada,Ontario,42,Waste,Wastewater,,,0.601911638
1990,Canada,Ontario,43,Waste,Waste Incineration,,,0.063856905
1990,Canada,Ontario,36,Agriculture,,,,10.70387349
1990,Canada,Ontario,37,Agriculture,On Farm Fuel Use,,,1.303172652
1990,Canada,Ontario,38,Agriculture,Crop Production,,,2.385805499
1990,Canada,Ontario,39,Agriculture,Animal Production,,,7.014895342
1990,Canada,Manitoba,0,Provincial Inventory Total,,,,18.04248786
1990,Canada,Manitoba,1,Oil and Gas,,,,1.436786209
1990,Canada,Manitoba,2,Oil and Gas,Upstream Oil and Gas,,,1.391111385
1990,Canada,Manitoba,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,0.230299718
1990,Canada,Manitoba,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,0.230299718
1990,Canada,Manitoba,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,1.160811666
1990,Canada,Manitoba,13,Oil and Gas,Downstream Oil and Gas,,,0.045674825
1990,Canada,Manitoba,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,0.000054865
1990,Canada,Manitoba,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,0.04561996
1990,Canada,Manitoba,16,Electricity,,,,0.523619992
1990,Canada,Manitoba,17,Transport,,,,5.032479403
1990,Canada,Manitoba,18,Transport,Passenger Transport,,,3.096624342
1990,Canada,Manitoba,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,2.65219639
1990,Canada,Manitoba,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,0.444427952
1990,Canada,Manitoba,21,Transport,Freight Transport,,,1.471875266
1990,Canada,Manitoba,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,1.372507475
1990,Canada,Manitoba,23,Transport,Freight Transport,Aviation and Marine,,0.099367791
1990,Canada,Manitoba,24,Transport,"Other: Recreational, Commercial and Residential",,,0.463979796
1990,Canada,Manitoba,25,Heavy Industry,,,,1.444859649
1990,Canada,Manitoba,26,Heavy Industry,Mining,,,0.151863273
1990,Canada,Manitoba,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,0.336635779
1990,Canada,Manitoba,28,Heavy Industry,Pulp and Paper,,,0.26093759
1990,Canada,Manitoba,29,Heavy Industry,Iron and Steel,,,0.051832444
1990,Canada,Manitoba,30,Heavy Industry,Cement,,,0.226054409
1990,Canada,Manitoba,31,Heavy Industry,Lime and Gypsum,,,0.10332605
1990,Canada,Manitoba,32,Heavy Industry,Chemicals and Fertilizers,,,0.314210104
1990,Canada,Manitoba,45,"Light Manufacturing, Construction and Forest Resources",,,,0.76766079
1990,Canada,Manitoba,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,0.424847421
1990,Canada,Manitoba,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,0.309424047
1990,Canada,Manitoba,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,0.033389322
1990,Canada,Manitoba,33,Buildings,,,,3.104022889
1990,Canada,Manitoba,34,Buildings,Service Industry,,,1.441815062
1990,Canada,Manitoba,35,Buildings,Residential,,,1.662207827
1990,Canada,Manitoba,40,Waste,,,,0.797619774
1990,Canada,Manitoba,41,Waste,Solid Waste,,,0.72766681
1990,Canada,Manitoba,42,Waste,Wastewater,,,0.069538221
1990,Canada,Manitoba,43,Waste,Waste Incineration,,,0.000414743
1990,Canada,Manitoba,36,Agriculture,,,,4.935439149
1990,Canada,Manitoba,37,Agriculture,On Farm Fuel Use,,,0.823994564
1990,Canada,Manitoba,38,Agriculture,Crop Production,,,1.700523859
1990,Canada,Manitoba,39,Agriculture,Animal Production,,,2.410920726
1990,Canada,Saskatchewan,0,Provincial Inventory Total,,,,42.46735467
1990,Canada,Saskatchewan,1,Oil and Gas,,,,11.09965281
1990,Canada,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,,9.928283152
1990,Canada,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,1.287465321
1990,Canada,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,6.217937904
1990,Canada,Saskatchewan,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,3.19306355
1990,Canada,Saskatchewan,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,3.024874354
